PassengerId,Title,Name,Sex,Age,FamilyStatus,Class,Fare,Survived,SurvivedBinary
313,Mrs,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,with_family,2,26.0,no,0
314,Mr,"Hendekovic, Mr. Ignjac",male,28.0,single,3,7.8958,no,0
315,Mr,"Hart, Mr. Benjamin",male,43.0,with_family,2,26.25,no,0
316,Miss,"Nilsson, Miss. Helmina Josefina",female,26.0,single,3,7.8542,yes,1
317,Mrs,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,with_family,2,26.0,yes,1
318,Mr,"Moraweck, Dr. Ernest",male,54.0,single,2,14.0,no,0
319,Miss,"Wick, Miss. Mary Natalie",female,31.0,with_family,1,164.8667,yes,1
320,Mrs,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,with_family,1,134.5,yes,1
321,Mr,"Dennis, Mr. Samuel",male,22.0,single,3,7.25,no,0
322,Mr,"Danoff, Mr. Yoto",male,27.0,single,3,7.8958,no,0
323,Miss,"Slayter, Miss. Hilda Mary",female,30.0,single,2,12.35,yes,1
324,Mrs,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,with_family,2,29.0,yes,1
325,Mr,"Sage, Mr. George John Jr",male,29.699118,with_family,3,69.55,no,0
326,Miss,"Young, Miss. Marie Grice",female,36.0,single,1,135.6333,yes,1
327,Mr,"Nysveen, Mr. Johan Hansen",male,61.0,single,3,6.2375,no,0
328,Mrs,"Ball, Mrs. (Ada E Hall)",female,36.0,single,2,13.0,yes,1
329,Mrs,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,with_family,3,20.525,yes,1
330,Miss,"Hippach, Miss. Jean Gertrude",female,16.0,with_family,1,57.9792,yes,1
331,Miss,"McCoy, Miss. Agnes",female,29.699118,with_family,3,23.25,yes,1
332,Mr,"Partner, Mr. Austen",male,45.5,single,1,28.5,no,0
333,Mr,"Graham, Mr. George Edward",male,38.0,with_family,1,153.4625,no,0
334,Mr,"Vander Planke, Mr. Leo Edmondus",male,16.0,with_family,3,18.0,no,0
335,Mrs,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,29.699118,with_family,1,133.65,yes,1
336,Mr,"Denkoff, Mr. Mitto",male,29.699118,single,3,7.8958,no,0
337,Mr,"Pears, Mr. Thomas Clinton",male,29.0,with_family,1,66.6,no,0
338,Miss,"Burns, Miss. Elizabeth Margaret",female,41.0,single,1,134.5,yes,1
339,Mr,"Dahl, Mr. Karl Edwart",male,45.0,single,3,8.05,yes,1
340,Mr,"Blackwell, Mr. Stephen Weart",male,45.0,single,1,35.5,no,0
341,Mr,"Navratil, Master. Edmond Roger",male,2.0,with_family,2,26.0,yes,1
342,Miss,"Fortune, Miss. Alice Elizabeth",female,24.0,with_family,1,263.0,yes,1
343,Mr,"Collander, Mr. Erik Gustaf",male,28.0,single,2,13.0,no,0
344,Mr,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,single,2,13.0,no,0
345,Mr,"Fox, Mr. Stanley Hubert",male,36.0,single,2,13.0,no,0
346,Miss,"Brown, Miss. Amelia ""Mildred""",female,24.0,single,2,13.0,yes,1
347,Miss,"Smith, Miss. Marion Elsie",female,40.0,single,2,13.0,yes,1
348,Mrs,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,29.699118,with_family,3,16.1,yes,1
349,Mr,"Coutts, Master. William Loch ""William""",male,3.0,with_family,3,15.9,yes,1
350,Mr,"Dimic, Mr. Jovan",male,42.0,single,3,8.6625,no,0
351,Mr,"Odahl, Mr. Nils Martin",male,23.0,single,3,9.225,no,0
352,Mr,"Williams-Lambert, Mr. Fletcher Fellows",male,29.699118,single,1,35.0,no,0
353,Mr,"Elias, Mr. Tannous",male,15.0,with_family,3,7.2292,no,0
354,Mr,"Arnold-Franchi, Mr. Josef",male,25.0,with_family,3,17.8,no,0
355,Mr,"Yousif, Mr. Wazli",male,29.699118,single,3,7.225,no,0
356,Mr,"Vanden Steen, Mr. Leo Peter",male,28.0,single,3,9.5,no,0
357,Miss,"Bowerman, Miss. Elsie Edith",female,22.0,with_family,1,55.0,yes,1
358,Miss,"Funk, Miss. Annie Clemmer",female,38.0,single,2,13.0,no,0
359,Miss,"McGovern, Miss. Mary",female,29.699118,single,3,7.8792,yes,1
360,Miss,"Mockler, Miss. Helen Mary ""Ellie""",female,29.699118,single,3,7.8792,yes,1
361,Mr,"Skoog, Mr. Wilhelm",male,40.0,with_family,3,27.9,no,0
362,Mr,"del Carlo, Mr. Sebastiano",male,29.0,with_family,2,27.7208,no,0
363,Mrs,"Barbara, Mrs. (Catherine David)",female,45.0,with_family,3,14.4542,no,0
364,Mr,"Asim, Mr. Adola",male,35.0,single,3,7.05,no,0
365,Mr,"O'Brien, Mr. Thomas",male,29.699118,with_family,3,15.5,no,0
366,Mr,"Adahl, Mr. Mauritz Nils Martin",male,30.0,single,3,7.25,no,0
367,Mrs,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,with_family,1,75.25,yes,1
368,Mrs,"Moussa, Mrs. (Mantoura Boulos)",female,29.699118,single,3,7.2292,yes,1
369,Miss,"Jermyn, Miss. Annie",female,29.699118,single,3,7.75,yes,1
370,Mrs,"Aubart, Mme. Leontine Pauline",female,24.0,single,1,69.3,yes,1
371,Mr,"Harder, Mr. George Achilles",male,25.0,with_family,1,55.4417,yes,1
372,Mr,"Wiklund, Mr. Jakob Alfred",male,18.0,with_family,3,6.4958,no,0
373,Mr,"Beavan, Mr. William Thomas",male,19.0,single,3,8.05,no,0
374,Mr,"Ringhini, Mr. Sante",male,22.0,single,1,135.6333,no,0
375,Miss,"Palsson, Miss. Stina Viola",female,3.0,with_family,3,21.075,no,0
376,Mrs,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,29.699118,with_family,1,82.1708,yes,1
377,Miss,"Landergren, Miss. Aurora Adelia",female,22.0,single,3,7.25,yes,1
378,Mr,"Widener, Mr. Harry Elkins",male,27.0,with_family,1,211.5,no,0
379,Mr,"Betros, Mr. Tannous",male,20.0,single,3,4.0125,no,0
380,Mr,"Gustafsson, Mr. Karl Gideon",male,19.0,single,3,7.775,no,0
381,Miss,"Bidois, Miss. Rosalie",female,42.0,single,1,227.525,yes,1
382,Miss,"Nakid, Miss. Maria (""Mary"")",female,1.0,with_family,3,15.7417,yes,1
383,Mr,"Tikkanen, Mr. Juho",male,32.0,single,3,7.925,no,0
384,Mrs,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,with_family,1,52.0,yes,1
385,Mr,"Plotcharsky, Mr. Vasil",male,29.699118,single,3,7.8958,no,0
386,Mr,"Davies, Mr. Charles Henry",male,18.0,single,2,73.5,no,0
387,Mr,"Goodwin, Master. Sidney Leonard",male,1.0,with_family,3,46.9,no,0
388,Miss,"Buss, Miss. Kate",female,36.0,single,2,13.0,yes,1
389,Mr,"Sadlier, Mr. Matthew",male,29.699118,single,3,7.7292,no,0
390,Miss,"Lehmann, Miss. Bertha",female,17.0,single,2,12.0,yes,1
391,Mr,"Carter, Mr. William Ernest",male,36.0,with_family,1,120.0,yes,1
392,Mr,"Jansson, Mr. Carl Olof",male,21.0,single,3,7.7958,yes,1
393,Mr,"Gustafsson, Mr. Johan Birger",male,28.0,with_family,3,7.925,no,0
394,Miss,"Newell, Miss. Marjorie",female,23.0,with_family,1,113.275,yes,1
395,Mrs,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,with_family,3,16.7,yes,1
396,Mr,"Johansson, Mr. Erik",male,22.0,single,3,7.7958,no,0
397,Miss,"Olsson, Miss. Elina",female,31.0,single,3,7.8542,no,0
398,Mr,"McKane, Mr. Peter David",male,46.0,single,2,26.0,no,0
399,Mr,"Pain, Dr. Alfred",male,23.0,single,2,10.5,no,0
400,Mrs,"Trout, Mrs. William H (Jessie L)",female,28.0,single,2,12.65,yes,1
401,Mr,"Niskanen, Mr. Juha",male,39.0,single,3,7.925,yes,1
402,Mr,"Adams, Mr. John",male,26.0,single,3,8.05,no,0
403,Miss,"Jussila, Miss. Mari Aina",female,21.0,with_family,3,9.825,no,0
404,Mr,"Hakkarainen, Mr. Pekka Pietari",male,28.0,with_family,3,15.85,no,0
405,Miss,"Oreskovic, Miss. Marija",female,20.0,single,3,8.6625,no,0
406,Mr,"Gale, Mr. Shadrach",male,34.0,with_family,2,21.0,no,0
407,Mr,"Widegren, Mr. Carl/Charles Peter",male,51.0,single,3,7.75,no,0
408,Mr,"Richards, Master. William Rowe",male,3.0,with_family,2,18.75,yes,1
409,Mr,"Birkeland, Mr. Hans Martin Monsen",male,21.0,single,3,7.775,no,0
410,Miss,"Lefebre, Miss. Ida",female,29.699118,with_family,3,25.4667,no,0
411,Mr,"Sdycoff, Mr. Todor",male,29.699118,single,3,7.8958,no,0
412,Mr,"Hart, Mr. Henry",male,29.699118,single,3,6.8583,no,0
413,Miss,"Minahan, Miss. Daisy E",female,33.0,with_family,1,90.0,yes,1
414,Mr,"Cunningham, Mr. Alfred Fleming",male,29.699118,single,2,0.0,no,0
415,Mr,"Sundman, Mr. Johan Julian",male,44.0,single,3,7.925,yes,1
416,Mrs,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.699118,single,3,8.05,no,0
417,Mrs,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,with_family,2,32.5,yes,1
418,Miss,"Silven, Miss. Lyyli Karoliina",female,18.0,with_family,2,13.0,yes,1
419,Mr,"Matthews, Mr. William John",male,30.0,single,2,13.0,no,0
420,Miss,"Van Impe, Miss. Catharina",female,10.0,with_family,3,24.15,no,0
421,Mr,"Gheorgheff, Mr. Stanio",male,29.699118,single,3,7.8958,no,0
422,Mr,"Charters, Mr. David",male,21.0,single,3,7.7333,no,0
423,Mr,"Zimmerman, Mr. Leo",male,29.0,single,3,7.875,no,0
424,Mrs,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,with_family,3,14.4,no,0
425,Mr,"Rosblom, Mr. Viktor Richard",male,18.0,with_family,3,20.2125,no,0
426,Mr,"Wiseman, Mr. Phillippe",male,29.699118,single,3,7.25,no,0
427,Mrs,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,with_family,2,26.0,yes,1
428,Miss,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,single,2,26.0,yes,1
429,Mr,"Flynn, Mr. James",male,29.699118,single,3,7.75,no,0
430,Mr,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,single,3,8.05,yes,1
431,Mr,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,single,1,26.55,yes,1
432,Mrs,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,29.699118,with_family,3,16.1,yes,1
433,Mrs,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,with_family,2,26.0,yes,1
434,Mr,"Kallio, Mr. Nikolai Erland",male,17.0,single,3,7.125,no,0
435,Mr,"Silvey, Mr. William Baird",male,50.0,with_family,1,55.9,no,0
436,Miss,"Carter, Miss. Lucile Polk",female,14.0,with_family,1,120.0,yes,1
437,Miss,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,with_family,3,34.375,no,0
438,Mrs,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,with_family,2,18.75,yes,1
439,Mr,"Fortune, Mr. Mark",male,64.0,with_family,1,263.0,no,0
440,Mr,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,single,2,10.5,no,0
441,Mrs,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,with_family,2,26.25,yes,1
442,Mr,"Hampe, Mr. Leon",male,20.0,single,3,9.5,no,0
443,Mr,"Petterson, Mr. Johan Emil",male,25.0,with_family,3,7.775,no,0
444,Miss,"Reynaldo, Ms. Encarnacion",female,28.0,single,2,13.0,yes,1
445,Mr,"Johannesen-Bratthammer, Mr. Bernt",male,29.699118,single,3,8.1125,yes,1
446,Mr,"Dodge, Master. Washington",male,4.0,with_family,1,81.8583,yes,1
447,Miss,"Mellinger, Miss. Madeleine Violet",female,13.0,with_family,2,19.5,yes,1
448,Mr,"Seward, Mr. Frederic Kimber",male,34.0,single,1,26.55,yes,1
449,Miss,"Baclini, Miss. Marie Catherine",female,5.0,with_family,3,19.2583,yes,1
450,Mr,"Peuchen, Major. Arthur Godfrey",male,52.0,single,1,30.5,yes,1
451,Mr,"West, Mr. Edwy Arthur",male,36.0,with_family,2,27.75,no,0
452,Mr,"Hagland, Mr. Ingvald Olai Olsen",male,29.699118,with_family,3,19.9667,no,0
453,Mr,"Foreman, Mr. Benjamin Laventall",male,30.0,single,1,27.75,no,0
454,Mr,"Goldenberg, Mr. Samuel L",male,49.0,with_family,1,89.1042,yes,1
455,Mr,"Peduzzi, Mr. Joseph",male,29.699118,single,3,8.05,no,0
456,Mr,"Jalsevac, Mr. Ivan",male,29.0,single,3,7.8958,yes,1
457,Mr,"Millet, Mr. Francis Davis",male,65.0,single,1,26.55,no,0
458,Mrs,"Kenyon, Mrs. Frederick R (Marion)",female,29.699118,with_family,1,51.8625,yes,1
459,Miss,"Toomey, Miss. Ellen",female,50.0,single,2,10.5,yes,1
460,Mr,"O'Connor, Mr. Maurice",male,29.699118,single,3,7.75,no,0
461,Mr,"Anderson, Mr. Harry",male,48.0,single,1,26.55,yes,1
462,Mr,"Morley, Mr. William",male,34.0,single,3,8.05,no,0
463,Mr,"Gee, Mr. Arthur H",male,47.0,single,1,38.5,no,0
464,Mr,"Milling, Mr. Jacob Christian",male,48.0,single,2,13.0,no,0
465,Mr,"Maisner, Mr. Simon",male,29.699118,single,3,8.05,no,0
466,Mr,"Goncalves, Mr. Manuel Estanslas",male,38.0,single,3,7.05,no,0
467,Mr,"Campbell, Mr. William",male,29.699118,single,2,0.0,no,0
468,Mr,"Smart, Mr. John Montgomery",male,56.0,single,1,26.55,no,0
469,Mr,"Scanlan, Mr. James",male,29.699118,single,3,7.725,no,0
470,Miss,"Baclini, Miss. Helene Barbara",female,0.75,with_family,3,19.2583,yes,1
471,Mr,"Keefe, Mr. Arthur",male,29.699118,single,3,7.25,no,0
472,Mr,"Cacic, Mr. Luka",male,38.0,single,3,8.6625,no,0
473,Mrs,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,with_family,2,27.75,yes,1
474,Mrs,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,single,2,13.7917,yes,1
475,Miss,"Strandberg, Miss. Ida Sofia",female,22.0,single,3,9.8375,no,0
476,Mr,"Clifford, Mr. George Quincy",male,29.699118,single,1,52.0,no,0
477,Mr,"Renouf, Mr. Peter Henry",male,34.0,with_family,2,21.0,no,0
478,Mr,"Braund, Mr. Lewis Richard",male,29.0,with_family,3,7.0458,no,0
479,Mr,"Karlsson, Mr. Nils August",male,22.0,single,3,7.5208,no,0
480,Miss,"Hirvonen, Miss. Hildur E",female,2.0,with_family,3,12.2875,yes,1
481,Mr,"Goodwin, Master. Harold Victor",male,9.0,with_family,3,46.9,no,0
482,Mr,"Frost, Mr. Anthony Wood ""Archie""",male,29.699118,single,2,0.0,no,0
483,Mr,"Rouse, Mr. Richard Henry",male,50.0,single,3,8.05,no,0
484,Mrs,"Turkula, Mrs. (Hedwig)",female,63.0,single,3,9.5875,yes,1
485,Mr,"Bishop, Mr. Dickinson H",male,25.0,with_family,1,91.0792,yes,1
486,Miss,"Lefebre, Miss. Jeannie",female,29.699118,with_family,3,25.4667,no,0
487,Mrs,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,with_family,1,90.0,yes,1
488,Mr,"Kent, Mr. Edward Austin",male,58.0,single,1,29.7,no,0
489,Mr,"Somerton, Mr. Francis William",male,30.0,single,3,8.05,no,0
490,Mr,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,with_family,3,15.9,yes,1
491,Mr,"Hagland, Mr. Konrad Mathias Reiersen",male,29.699118,with_family,3,19.9667,no,0
492,Mr,"Windelov, Mr. Einar",male,21.0,single,3,7.25,no,0
493,Mr,"Molson, Mr. Harry Markland",male,55.0,single,1,30.5,no,0
494,Mr,"Artagaveytia, Mr. Ramon",male,71.0,single,1,49.5042,no,0
495,Mr,"Stanley, Mr. Edward Roland",male,21.0,single,3,8.05,no,0
496,Mr,"Yousseff, Mr. Gerious",male,29.699118,single,3,14.4583,no,0
497,Miss,"Eustis, Miss. Elizabeth Mussey",female,54.0,with_family,1,78.2667,yes,1
498,Mr,"Shellard, Mr. Frederick William",male,29.699118,single,3,15.1,no,0
499,Mrs,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,with_family,1,151.55,no,0
500,Mr,"Svensson, Mr. Olof",male,24.0,single,3,7.7958,no,0
501,Mr,"Calic, Mr. Petar",male,17.0,single,3,8.6625,no,0
502,Miss,"Canavan, Miss. Mary",female,21.0,single,3,7.75,no,0
503,Miss,"O'Sullivan, Miss. Bridget Mary",female,29.699118,single,3,7.6292,no,0
504,Miss,"Laitinen, Miss. Kristina Sofia",female,37.0,single,3,9.5875,no,0
505,Miss,"Maioni, Miss. Roberta",female,16.0,single,1,86.5,yes,1
506,Mr,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,with_family,1,108.9,no,0
507,Mrs,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,with_family,2,26.0,yes,1
508,Mr,"Bradley, Mr. George (""George Arthur Brayton"")",male,29.699118,single,1,26.55,yes,1
509,Mr,"Olsen, Mr. Henry Margido",male,28.0,single,3,22.525,no,0
510,Mr,"Lang, Mr. Fang",male,26.0,single,3,56.4958,yes,1
511,Mr,"Daly, Mr. Eugene Patrick",male,29.0,single,3,7.75,yes,1
512,Mr,"Webber, Mr. James",male,29.699118,single,3,8.05,no,0
513,Mr,"McGough, Mr. James Robert",male,36.0,single,1,26.2875,yes,1
514,Mrs,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,with_family,1,59.4,yes,1
515,Mr,"Coleff, Mr. Satio",male,24.0,single,3,7.4958,no,0
516,Mr,"Walker, Mr. William Anderson",male,47.0,single,1,34.0208,no,0
517,Mrs,"Lemore, Mrs. (Amelia Milley)",female,34.0,single,2,10.5,yes,1
518,Mr,"Ryan, Mr. Patrick",male,29.699118,single,3,24.15,no,0
519,Mrs,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,with_family,2,26.0,yes,1
520,Mr,"Pavlovic, Mr. Stefo",male,32.0,single,3,7.8958,no,0
521,Miss,"Perreault, Miss. Anne",female,30.0,single,1,93.5,yes,1
522,Mr,"Vovk, Mr. Janko",male,22.0,single,3,7.8958,no,0
523,Mr,"Lahoud, Mr. Sarkis",male,29.699118,single,3,7.225,no,0
524,Mrs,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,with_family,1,57.9792,yes,1
525,Mr,"Kassem, Mr. Fared",male,29.699118,single,3,7.2292,no,0
526,Mr,"Farrell, Mr. James",male,40.5,single,3,7.75,no,0
527,Miss,"Ridsdale, Miss. Lucy",female,50.0,single,2,10.5,yes,1
528,Mr,"Farthing, Mr. John",male,29.699118,single,1,221.7792,no,0
529,Mr,"Salonen, Mr. Johan Werner",male,39.0,single,3,7.925,no,0
530,Mr,"Hocking, Mr. Richard George",male,23.0,with_family,2,11.5,no,0
531,Miss,"Quick, Miss. Phyllis May",female,2.0,with_family,2,26.0,yes,1
532,Mr,"Toufik, Mr. Nakli",male,29.699118,single,3,7.2292,no,0
533,Mr,"Elias, Mr. Joseph Jr",male,17.0,with_family,3,7.2292,no,0
534,Mrs,"Peter, Mrs. Catherine (Catherine Rizk)",female,29.699118,with_family,3,22.3583,yes,1
535,Miss,"Cacic, Miss. Marija",female,30.0,single,3,8.6625,no,0
536,Miss,"Hart, Miss. Eva Miriam",female,7.0,with_family,2,26.25,yes,1
537,Mr,"Butt, Major. Archibald Willingham",male,45.0,single,1,26.55,no,0
538,Miss,"LeRoy, Miss. Bertha",female,30.0,single,1,106.425,yes,1
539,Mr,"Risien, Mr. Samuel Beard",male,29.699118,single,3,14.5,no,0
540,Miss,"Frolicher, Miss. Hedwig Margaritha",female,22.0,with_family,1,49.5,yes,1
541,Miss,"Crosby, Miss. Harriet R",female,36.0,with_family,1,71.0,yes,1
542,Miss,"Andersson, Miss. Ingeborg Constanzia",female,9.0,with_family,3,31.275,no,0
543,Miss,"Andersson, Miss. Sigrid Elisabeth",female,11.0,with_family,3,31.275,no,0
544,Mr,"Beane, Mr. Edward",male,32.0,with_family,2,26.0,yes,1
545,Mr,"Douglas, Mr. Walter Donald",male,50.0,with_family,1,106.425,no,0
546,Mr,"Nicholson, Mr. Arthur Ernest",male,64.0,single,1,26.0,no,0
547,Mrs,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,with_family,2,26.0,yes,1
548,Mr,"Padro y Manent, Mr. Julian",male,29.699118,single,2,13.8625,yes,1
549,Mr,"Goldsmith, Mr. Frank John",male,33.0,with_family,3,20.525,no,0
550,Mr,"Davies, Master. John Morgan Jr",male,8.0,with_family,2,36.75,yes,1
551,Mr,"Thayer, Mr. John Borland Jr",male,17.0,with_family,1,110.8833,yes,1
552,Mr,"Sharp, Mr. Percival James R",male,27.0,single,2,26.0,no,0
553,Mr,"O'Brien, Mr. Timothy",male,29.699118,single,3,7.8292,no,0
554,Mr,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,single,3,7.225,yes,1
555,Miss,"Ohman, Miss. Velin",female,22.0,single,3,7.775,yes,1
556,Mr,"Wright, Mr. George",male,62.0,single,1,26.55,no,0
557,Mrs,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,with_family,1,39.6,yes,1
558,Mr,"Robbins, Mr. Victor",male,29.699118,single,1,227.525,no,0
559,Mrs,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,with_family,1,79.65,yes,1
560,Mrs,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,with_family,3,17.4,yes,1
561,Mr,"Morrow, Mr. Thomas Rowan",male,29.699118,single,3,7.75,no,0
562,Mr,"Sivic, Mr. Husein",male,40.0,single,3,7.8958,no,0
563,Mr,"Norman, Mr. Robert Douglas",male,28.0,single,2,13.5,no,0
564,Mr,"Simmons, Mr. John",male,29.699118,single,3,8.05,no,0
565,Miss,"Meanwell, Miss. (Marion Ogden)",female,29.699118,single,3,8.05,no,0
566,Mr,"Davies, Mr. Alfred J",male,24.0,with_family,3,24.15,no,0
567,Mr,"Stoytcheff, Mr. Ilia",male,19.0,single,3,7.8958,no,0
568,Mrs,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,with_family,3,21.075,no,0
569,Mr,"Doharr, Mr. Tannous",male,29.699118,single,3,7.2292,no,0
570,Mr,"Jonsson, Mr. Carl",male,32.0,single,3,7.8542,yes,1
571,Mr,"Harris, Mr. George",male,62.0,single,2,10.5,yes,1
572,Mrs,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,with_family,1,51.4792,yes,1
573,Mr,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,single,1,26.3875,yes,1
574,Miss,"Kelly, Miss. Mary",female,29.699118,single,3,7.75,yes,1
575,Mr,"Rush, Mr. Alfred George John",male,16.0,single,3,8.05,no,0
576,Mr,"Patchett, Mr. George",male,19.0,single,3,14.5,no,0
577,Miss,"Garside, Miss. Ethel",female,34.0,single,2,13.0,yes,1
578,Mrs,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,with_family,1,55.9,yes,1
579,Mrs,"Caram, Mrs. Joseph (Maria Elias)",female,29.699118,with_family,3,14.4583,no,0
580,Mr,"Jussila, Mr. Eiriik",male,32.0,single,3,7.925,yes,1
581,Miss,"Christy, Miss. Julie Rachel",female,25.0,with_family,2,30.0,yes,1
582,Mrs,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,with_family,1,110.8833,yes,1
583,Mr,"Downton, Mr. William James",male,54.0,single,2,26.0,no,0
584,Mr,"Ross, Mr. John Hugo",male,36.0,single,1,40.125,no,0
585,Mr,"Paulner, Mr. Uscher",male,29.699118,single,3,8.7125,no,0
586,Miss,"Taussig, Miss. Ruth",female,18.0,with_family,1,79.65,yes,1
587,Mr,"Jarvis, Mr. John Denzil",male,47.0,single,2,15.0,no,0
588,Mr,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,with_family,1,79.2,yes,1
589,Mr,"Gilinski, Mr. Eliezer",male,22.0,single,3,8.05,no,0
590,Mr,"Murdlin, Mr. Joseph",male,29.699118,single,3,8.05,no,0
591,Mr,"Rintamaki, Mr. Matti",male,35.0,single,3,7.125,no,0
592,Mrs,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,with_family,1,78.2667,yes,1
593,Mr,"Elsbury, Mr. William James",male,47.0,single,3,7.25,no,0
594,Miss,"Bourke, Miss. Mary",female,29.699118,with_family,3,7.75,no,0
595,Mr,"Chapman, Mr. John Henry",male,37.0,with_family,2,26.0,no,0
596,Mr,"Van Impe, Mr. Jean Baptiste",male,36.0,with_family,3,24.15,no,0
597,Miss,"Leitch, Miss. Jessie Wills",female,29.699118,single,2,33.0,yes,1
598,Mr,"Johnson, Mr. Alfred",male,49.0,single,3,0.0,no,0
599,Mr,"Boulos, Mr. Hanna",male,29.699118,single,3,7.225,no,0
600,Mr,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,with_family,1,56.9292,yes,1
601,Mrs,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,with_family,2,27.0,yes,1
602,Mr,"Slabenoff, Mr. Petco",male,29.699118,single,3,7.8958,no,0
603,Mr,"Harrington, Mr. Charles H",male,29.699118,single,1,42.4,no,0
604,Mr,"Torber, Mr. Ernst William",male,44.0,single,3,8.05,no,0
605,Mr,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,single,1,26.55,yes,1
606,Mr,"Lindell, Mr. Edvard Bengtsson",male,36.0,with_family,3,15.55,no,0
607,Mr,"Karaic, Mr. Milan",male,30.0,single,3,7.8958,no,0
608,Mr,"Daniel, Mr. Robert Williams",male,27.0,single,1,30.5,yes,1
609,Mrs,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,with_family,2,41.5792,yes,1
610,Miss,"Shutes, Miss. Elizabeth W",female,40.0,single,1,153.4625,yes,1
611,Mrs,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,with_family,3,31.275,no,0
612,Mr,"Jardin, Mr. Jose Neto",male,29.699118,single,3,7.05,no,0
613,Miss,"Murphy, Miss. Margaret Jane",female,29.699118,with_family,3,15.5,yes,1
614,Mr,"Horgan, Mr. John",male,29.699118,single,3,7.75,no,0
615,Mr,"Brocklebank, Mr. William Alfred",male,35.0,single,3,8.05,no,0
616,Miss,"Herman, Miss. Alice",female,24.0,with_family,2,65.0,yes,1
617,Mr,"Danbom, Mr. Ernst Gilbert",male,34.0,with_family,3,14.4,no,0
618,Mrs,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,with_family,3,16.1,no,0
619,Miss,"Becker, Miss. Marion Louise",female,4.0,with_family,2,39.0,yes,1
620,Mr,"Gavey, Mr. Lawrence",male,26.0,single,2,10.5,no,0
621,Mr,"Yasbeck, Mr. Antoni",male,27.0,with_family,3,14.4542,no,0
622,Mr,"Kimball, Mr. Edwin Nelson Jr",male,42.0,with_family,1,52.5542,yes,1
623,Mr,"Nakid, Mr. Sahid",male,20.0,with_family,3,15.7417,yes,1
